PC1,PC2
-373.3751748466175,22.3192218455805
-128.93522986416565,128.05907923208514
-790.4999016347774,17.12732336040976
-209.9033431500311,-115.66489332104086
-329.63149470065764,-24.579284804769685
-208.69580912653282,-143.18663417586916
-180.4224642386048,-33.39191461637118
89.94397534698328,917.1490786479699
-181.69356498118714,-44.648814264901645
795.2944447201253,-101.32086593521127
-171.80297508652757,-6.007439784574515
128.91726921299232,21.693579577277802
1277.8449615696045,-90.10771730900234
-112.49034348530813,190.08650397052372
3480.995237500242,1351.535650342526
-176.29062879963703,-19.97989653395166
-172.09918098490243,0.5350412888775509
1163.6449256848973,-442.57181248516713
-181.59071609486728,-58.59164965773862
-184.78553233224238,-65.45609192649027
-179.7917812029632,-31.344654240996476
-330.57037259978597,163.64116012817874
-168.71963763995018,4.7911079245122465
131.46075814634787,-56.05434964902229
25.47110385370752,658.4056526388968
124.17811984815216,-74.9677227401927
1606.0024986585672,-145.69050949430857
-220.62817778079625,-171.06631661590657
-165.07200781803522,18.575641007602997
-176.63473830692055,-20.977236723325404
18040.83686589419,737.2092194318556
-179.70322683910626,-30.970976220447042
-178.67285286212064,-35.12756591141742
-179.41345726479358,-30.116372674193755
-901.7490705559953,-48.964644518196664
100.25395357295929,923.9976338783513
-914.5912467580026,-50.43391278428414
-1065.2367574251086,-31.15317437752391
-186.2738490486522,-73.00279593729567
-181.87647912749617,-51.93988288454395
-176.82745187021192,-15.417003411818897
190.49095784267593,59.0779146864127
9696.70140233795,63.02054146667032
-174.14516078111455,-12.985592714119875
-488.37716873706086,-56.786091764722045
-180.3295386244581,-32.994403668213906
1555.7246793632348,-139.64339644607898
615.6498418523652,-148.4076048166083
-181.94606747505622,-45.22271236443738
-175.6976822606107,-18.020060595876714
-166.7935823688922,12.581146595965322
-178.2278837894969,-27.559097697061944
-178.52548012671423,-27.58077372792164
-142.93899131327362,191.65772587193663
339.1277886930088,1762.3964543130903
-181.47337361815198,-36.80326993424521
65.26167200768987,832.9971765755241
-151.24973085309875,95.31064000720284
-165.22996634248284,22.605401599993883
1659.3857709749582,-147.09705352225583
-180.1320293678864,-53.388305924915386
-182.5171768831092,-60.742176697120954
-179.65810361185595,-30.792115059205287
-185.51863997461896,-73.05450904393619
-186.16420394270426,-72.69208057300409
-182.5621681973903,-61.066373179276766
-176.73043317067095,-14.850015730532945
22.59228549652744,655.0254402992991
1404.290502149589,-502.4642056901789
1172.387871459246,-125.31220917802776
-111.32097523119228,21.903817308903314
2732.4723565794275,-15.586680407686288
597.7818118671298,-44.3248947239871
-79.93012663106947,313.36382362879954
-180.8355429543053,-34.615518590441965
-381.2008860630158,-4.948100129015529
-179.84608833182665,-32.557490901498156
55.21581350708857,765.9653863025851
-410.00495958417605,103.87703784687218
-1402.690485690351,40.95578869072321
1179.764573947497,-14.096384868348423
146.65841122443726,28.695468407935522
-171.90519734671352,-24.858749296462975
2701.683721262014,2.4696492215544055
-171.3871742313945,2.8818911477830227
-212.9549092257662,-164.22732979202755
1.2311799553940546,-146.0371013402954
-203.03074450918893,-54.042136022246716
-178.76718154557466,-27.911009997720853
-169.19233812019274,4.657666450724747
-386.7067585163991,-27.175117816424546
1232.7913041636039,-195.28405887292212
-184.6219524348685,-67.85088020282899
-180.7611579336949,-34.427085136319164
697.1990100463127,-55.88443871586738
-180.70107912035655,-34.51954788513686
-623.8998886111222,-53.605842858956166
-399.7860761179181,-28.97232215589898
117.27565044680523,-103.87293383828445
-182.1975542721798,-39.078652980090425
-1061.0341463051614,-24.69848118393712
-294.8169065950615,-89.86185257465671
-182.77920416875622,-41.06553126286789
-178.1036466120113,-32.856252953351174
-182.50822150612976,-40.12362897155418
-1127.1561784151932,-64.50383099482613
-1680.175387386953,16.536691066455163
-181.05315489031136,-35.43923147443766
-385.25604050133006,-22.267949002851225
-172.96952354224823,11.405414517247536
-123.29253411087711,255.50335247800382
1538.3922828432187,142.62835143127458
-239.624419337807,-236.3023726206689
-180.21314426208573,-32.71227087017165
-179.0310938009752,-29.16422774491899
-185.28671851081936,-70.28517423338658
-592.6638936196289,-18.262560294825406
-180.84778268126956,-34.88238933185043
294.4404442641476,3.5678618824397006
-232.71196405182945,-205.648950655202
-391.6716373348554,-64.2145065528291
-366.87040977779134,75.51564737611034
3682.0834843282364,-174.2509689504358
-1680.1738206032044,16.544957185815633
-1576.9106567253593,13.382501793095955
-1680.174900353898,16.51911814865896
-1680.1693452999295,16.668754462003292
-173.2795029435183,9.079089451593802
-176.67658435949897,-21.974020005133454
1175.433011224041,-9.727077905803384
-1680.169386162575,16.64898763630383
-1680.1753873880975,16.53669114242699
-184.8110322859393,-68.87821120531706
-1031.9337834797234,-46.13605861451463
-181.89832206302253,-42.77069074090747
225.2600168560375,1355.8608530877416
-221.215280309194,-172.58497005099474
205.38305278521466,214.07265907959845
-179.5770937661282,-30.535016080645505
-182.28817815809407,-44.01574596577552
-174.982059767357,-8.931329832676369
-1680.17382060206,16.544957109843807
-1030.3184354566336,-54.40269238602733
-920.8270716664424,-71.41106757308026
593.389923650966,-236.3967107315655
-1182.005157629755,-74.04658403128195
-182.05116612847723,-40.55262265141624
7568.781664565469,487.8231081793191
-1680.171430235263,16.59798447162656
-178.5038397713215,-27.516504739441146
521.7597673389337,-125.61046049101488
108.4587072653112,-114.42054150759806
-172.09132982255915,-6.158452499832606
-182.35471930201493,-39.66446418421059
-811.1955409078928,-54.34290146792924
-173.29034727753833,-10.038625842287985
-169.62966481525473,1.5697239858569816
-184.73729271319598,-68.5876163901591
-185.28360528733265,-69.82829422480282
-181.17620126700604,-42.689005908078364
1526.6681090573738,476.8131081823809
576.3315892566629,-101.30060408225219
-177.6664462038907,-17.537831974972818
-1680.1748594923972,16.538885050330236
1916.449298822412,-59.287167995563244
39.287114320811725,4.208746317698669
-170.91846528958558,4.492791776150497
4918.1996868661845,-1462.7001929071866
-176.8181843866396,-28.857266646780005
-1680.175387386953,16.536691066455163
-186.808115449061,-74.78104727439427
-1680.1717356690153,16.61572725216422
-1922.698012664462,-20.41623561580292
-168.55975867155394,18.988773061666677
-107.19461080988594,228.27494573405556
-178.77137736851319,-27.994529879700295
312.85633669813024,1658.7776137114004
-412.83795811225536,-115.18035206933166
-185.28816557396704,-70.08475567558054
-184.5829405247773,-68.28487570424059
-1680.2662259654685,16.261404246965284
2663.3587090549754,-301.7601420159316
-625.0094793748772,-149.3020313223316
-193.02993035103373,-76.26305847182901
-165.82339877140475,14.00448092050749
-430.093569561544,35.7800230075768
-1680.1749003550426,16.519118224630787
-167.8497708441737,41.20439231325784
-181.72764160116776,-38.98059038441747
-1418.5230683033192,49.100774950197575
-939.6807474144553,40.80068663878379
-181.68308530718014,-37.48363864078364
-292.3132048514103,-66.6819871809139
1204.8995145744284,104.3473028787844
-917.749200413924,-57.59311754533128
-1680.1711993709978,16.599333835067753
-166.5229894028189,32.36087117063258
166.8167436214153,70.17275263531894
-182.2781323232416,-41.60689667100962
528.7164616348955,-121.47697558264473
3781.349390755954,-1081.2754668946595
-181.89298004517605,-46.81506548963051
-225.90160439070996,-155.41577985559388
-167.29047287105777,41.8012405458264
-178.19204220506663,-26.153462364372217
-1485.0422834669378,-41.76874421260436
-1402.6445672025527,41.15073674854128
-179.82861854119074,-31.43712724662153
-169.2898720063272,2.7484587013555597
1746.6124226459187,-198.51738248526908
-989.4006514600471,60.27715075863341
225.08253728932777,1354.3662114710064
-1680.1709276440874,16.620450024208395
-177.0899619114016,-29.5791435466775
-162.15136062670945,18.315984095139626
-181.2602593134293,-36.57875371776295
-186.05647791292677,-72.38636680857186
-180.00338238457198,-32.03092126730485
-1229.851989861302,-50.622998989895116
-171.2187600845823,31.01011232693628
-132.62120521589713,127.92716094067546
-160.18347269304513,27.822630148577616
-290.50945693675885,-406.90284005440367
5564.395635214486,755.9617896554417
-188.15669066640157,-79.12537911326069
-175.59464998543626,-17.803071753701957
-1680.1670366572785,16.682248096415307
527.3103836397436,455.9976050917545
7.837323407047279,-102.02387836158076
-183.49447839544564,-63.927594313793335
-239.57501877702862,-235.3051538373067
-194.27124498981402,-80.35775586171071
2906.368496823713,614.833362477243
2106.338873519767,-93.33294635141107
88.98365965742187,-199.73886839868177
-66.87971481796649,-4.00709983232089
-239.62487468774225,-236.00931148144355
-114.08779884415162,191.72421627141853
-22.096737035771184,523.3269263072189
-179.27558408718414,-32.20015550147639
-185.71500186340836,-71.244764420411
-182.0613877585297,-38.71212339782467
-182.39552424216618,-39.75392423975971
-164.3001384301706,19.002337649077916
-220.90164161167831,-170.86762648193258
229.65985784076156,-40.284213143344886
-168.79031991040756,38.84252494472483
186.3357620234924,1197.7623720063054
202.89310200069758,207.05099992509327
-178.94827894200398,-28.51630827304021
-404.3371372242077,-96.28219975259142
386.1379942335375,-56.62034658188304
-154.99295649569012,83.77380712027067
-1125.9651627505207,204.45198446610175
-697.2618027523852,107.26599454395401
-178.44751403956025,-34.47001005124149
-154.5260345151164,84.449100742133
14.970764308287016,-57.915371189066846
687.790525794996,89.7124504597308
-173.93941846547523,-25.952455682076746
80.35927290376503,-58.86061214972329
148.12090679613948,1113.4261839457083
-802.4195264250436,-23.569893420736065
192.50173018795113,1231.720099256229
-1328.7716943032192,-48.62864938461851
684.0769043037744,75.14011376482267
4303.491474132912,-13.100351636940886
-185.98265345865548,-72.26296122052813
1079.982063957169,-327.1699457901543
-180.11896533177878,-32.50831130190838
-0.3211411458501061,577.6084928670164
-1099.1564714405197,23.528187099934314
-180.75057969873842,-35.017258437603545
157.90726170040944,1094.4150773103383
-176.36424187890862,-20.233027812392237
-176.470454679471,-20.557905905550996
-179.55921124605356,-30.875817554621264
-178.06594354817162,-25.782768409216445
697.4273459912533,149.6426238687032
-894.3554210036973,18.234368753473106
-171.38861280879973,-4.064535903041985
-875.1038295730309,90.35479650341935
-180.40792244694103,-33.48486940504547
-179.7940404857277,-31.35132765114878
-607.2985711369222,-74.63353448913387
-180.2335115340543,-32.9919887164711
379.7572106843936,-90.17320641990592
-175.4196605710049,-10.312744387837995
-180.48585598828504,-42.984754087387266
-167.95159290832635,7.040901741025806
515.280764116063,-167.31657379776848
-171.7552224593196,-24.000857619254617
-172.7062818513532,-9.155546898607199
-1409.0644391975968,38.60816096434385
3733.804521232034,-192.15016427947893
-170.20925388783007,6.812014511447089
125.38966162132647,-56.460311245347484
-181.2759622274939,-36.238440779551894
2073.027666989168,385.8314643154896
683.3877710165316,63.08665914188231
-138.70957197172902,-59.20189410316045
511.36338780455026,-100.7725867842579
-653.3753832556649,-47.593575694486795
-187.91739153456865,-78.74974493916227
-1325.0363988879121,-38.66967811917216
-180.56748598278455,-33.75003902318663
-174.08246982217588,-12.810478580682073
-171.84174365462377,12.117917105314774
-176.55868158271824,-21.98200462089588
-181.63385224263357,-37.34442936226199
-172.36687124546643,-7.24075316208031
-124.07219304866749,157.62348963659713
173.7234945077007,140.45113667570985
-182.42789615939773,-42.22647697963707
402.06797077220745,31.571972681681615
-171.85931430073788,0.8464687680622802
-171.81848396838086,-12.321869507782338
-171.0232361216349,10.817943453389248
9407.108487422503,-343.973431263532
-170.79000796225,17.954099325659328
11604.282927254686,41.40486361628214
-166.84676006987365,45.138888211713464
-370.0341813650962,136.19163170601425
-715.1044874786828,-80.33152752340663
190.56376246976424,1218.662344119139
1248.7525329077262,211.59673302638225
-1223.564961658901,-38.19816861940515
-103.0038583016144,248.6642126899871
-1640.8286110768254,30.082595511052915
62.50779682588154,823.7632039779115
-132.22059700038608,-47.57463442590339
-1786.7307974990856,-5.3360668117715875
-179.97591218713114,-31.89097636884962
-1578.0791390578006,-4.085384448959573
-507.26206075710707,-77.09064674645884
364.96725054990293,-39.25826299995768
-180.0362078056055,-32.045124298879685
-174.74842570709916,-15.11037850430263
-186.49646245032045,-75.41937128030474
-179.17729871325992,-36.214543870416165
6210.964924946296,-164.89412462450977
-218.21404806142436,-155.27351345167068
-605.4652518447022,-62.3790061317998
-185.76450832836736,-71.57401609158725
-180.83743713399463,-56.09999870945559
-171.18687072404782,-10.567524945247897
-874.0880863103771,107.05153239234596
-175.96510465526762,-19.02502520954971
-261.9803609379428,-310.25396846492526
55.205863366194535,765.8145591365825
-248.62888010365714,-264.9344508270801
844.6888726946108,661.7428161047915
-177.69287556550717,-24.53027174752316
-175.58933047788378,-17.701964662214934
668.8679261233988,52.55877336956155
-180.41625892291358,-33.275996935515295
-140.94129720270985,128.9583104442383
-175.2030715050264,-16.44787613977728
-172.86820866166,-8.83437147030753
-195.19781303755462,-83.59131037208287
1091.3610247545435,-313.83696607673767
-85.2612758876985,289.74351644441987
-181.28405546255408,-36.138133989069345
-180.21163115752597,-32.70738432650904
-619.0076321271192,-107.78818410292207
-184.98382740030547,-71.8052770130709
1189.4598071257633,12.644458667337062
2554.0804500279755,523.3491702285838
-1418.4393518532247,7.557142463653321
189.35914287657033,-201.5386680338816
-501.4381068494574,-27.872099082063414
-163.117389166036,57.116236112323094
820.6862894053743,535.0322639449308
-181.87205944398465,-38.11753630336287
-893.5065806792861,21.072954112213452
-920.2731272299907,-62.98829930833416
-223.67527959466588,-180.16099933570183
-354.2075004981002,68.02557225462567
4381.589355876851,-1071.1617888087912
-1333.5262330787014,-58.25613813179198
-987.0334778069632,-42.108287021046976
-181.28777788199886,-36.694331669809486
-176.64333630791953,-21.123181193971874
-178.56351348429052,-34.40655865526912
-187.069816719787,-75.644609808197
-194.26033803889595,-80.4428735869596
-222.92763784174986,-177.8533990507168
-180.00386738056022,-32.074400034792376
-570.240349912415,36.844547496356824
-578.0943173394637,33.16382934285613
-207.36641285372752,-124.86043208502586
-896.4120859056081,44.065838676519974
-134.81152247821456,217.94621588684453
1471.8546919498917,-107.0056373890351
-181.81221867948852,-38.7941056675604
-770.4842533253232,85.2686373972474
-393.16845280010784,-52.39488473124229
-173.6240261552266,-11.328386308118482
53.48376433444173,760.163971823557
-179.70042327879946,-32.28275174476143
59.21742112556058,792.5051159394098
-788.7086752578566,9.75400116666573
-142.32659913249063,193.51619031455124
-54.90125351767483,392.27290291125587
-186.04587322661837,-74.13751969815146
-167.52233303471166,42.738640325321825
-860.0531641433504,-41.98373262404799
-178.95246675635872,-28.65983083880441
165.56934604023718,1160.6260156244825
-177.99296916891808,-25.933636626830605
-186.70167678744747,-52.1474079890191
-84.27167523663366,-60.508306217760044
-578.0016229802532,34.687702728075806
1056.0393690416477,-87.23235566214639
-176.46369937045165,-20.501760584780655
445.319129835666,-51.41037532129183
-182.0716364439968,-38.66985509694369
2654.7923022018704,-260.4190175831177
-815.3619884716895,-66.20653458211166
-269.2930426022267,-335.1753959953288
-179.40179523462757,-30.6440849226924
-140.07227688859075,199.92562144212474
-178.80331500997545,-27.983468518701457
3238.674456590874,-64.81389458347194
-178.43569413203522,-33.7880502522375
-179.41299786290756,-30.1090766308198
-180.9011736624784,-35.194264785246716
-252.69189074402857,-102.61684844589391
-179.16148429871646,-29.29787194193277
-217.88726963630415,-162.5550767069354
-174.91821453756847,-15.370810603285278
-176.93631721108977,-22.885010651728734
760.0359863228177,626.4066120848446
-417.47108939397094,-62.99714389682479
-178.74786063229885,-28.0636219308864
-221.40790444924278,-174.1349378562875
-181.6960456643028,-37.544392491571614
-1399.1047699027883,248.7617037645016
-1415.7583424182276,16.304205831356214
-183.59944826676565,-57.59918124601914
-181.8934048662345,-38.1664914425932
-143.26920148406361,121.8511914016029
6039.939077980278,-103.70235318773912
54.46134342714504,763.452288844152
-44.49740924935895,417.8174761210839
55.60799016536248,767.1486262559213
-179.1767390543596,-29.555096357474866
-184.43786873601448,-67.76055775303328
1667.6143873510327,-198.8168106258957
13.211190888851888,623.5606435597657
-385.0431952911349,-30.903980073381305
-169.70688154093568,35.644104082518396
105.29822112523061,-132.2793486200695
-164.10262714003557,53.93969784584269
-548.5356915377774,-58.76128932930926
-234.84448407068203,-224.7268420586073
-179.70443401698822,-31.02695282864235
-177.68197577210367,-17.86426803015003
-173.48210989648487,-10.742598517641142
-502.92244049241845,-67.36976185370308
-172.59788894155554,26.297247397741444
-180.17576080742492,-32.596731641793184
-210.99620192675502,-151.785853966189
-289.4706932483018,-50.267467021328045
-171.19824277180078,-3.4264678556672976
-110.77664615247204,195.92090687596686
-592.1281969664105,-16.754729858448982
-181.2893103542442,-36.107039601803294
-244.12486477225593,-269.35000627031786
-221.45652938382136,-172.67466981253227
-162.52357957595132,24.740865975687797
-161.41782394337088,17.576784248972373
3132.1904312040615,1472.8055111437022
-152.46250447330385,60.31483389780527
-178.7587903889862,-28.325536751513596
-168.61557594394162,5.066836290213203
617.6370157466408,-154.95053888215196
-226.6591395905166,-191.7556475653472
364.14648907841365,57.607469840116266
1908.4033746460127,-369.23910246186733
-1105.030264432509,28.37016583885341
-1548.0563485189332,5.254496638295606
-235.08184068947003,-219.07797531415338
-182.1821575136678,-39.104006042305016
-182.48837190267614,-40.162638628742585
-172.61712717412638,26.103552500434716
-181.52606435486268,-37.69216097153456
-185.46313862253328,-63.60314923307116
-172.67097477523703,25.61218651663458
-781.301376118837,-128.32396258556463
-182.71285430842772,-40.89152647618002
-1924.3979537499579,58.508701382643494
-172.57156650868,26.294926066821887
-172.566972022164,26.267273591074712
-207.82818526381243,-123.08198971975646
-172.54158479252237,26.48159065364257
-179.44028469481873,-30.265696996049883
109.09174549011414,-111.55780789814834
-228.22623267152585,-195.75479574774528
-184.59469690777678,-60.99512073106504
-466.6395265986075,53.590907088713806
-907.1597419862428,-27.0475924636836
-172.4480093946877,26.289200661086085
-712.1853850656084,-72.65595365284226
-195.1654124154852,-90.19668476741876
2427.467821273606,-737.6892117161142
-465.007854976054,58.640138836255915
-609.1463278887941,-76.46852054746483
-82.13500017628849,299.71581331023714
-501.0896449940044,-56.67044853634122
161.21092955441372,51.77472800269976
-179.29968277648823,-29.629277482841317
-844.9205927099788,-10.370921602610778
-838.1291188464904,12.688234028590784
-178.2734784415261,-26.30195969569145
-289.2970804309334,-402.8474043670988
-684.4706662547821,21.230181684915905
-794.7192242540386,0.8938827595785739
-716.1422721739746,-90.50468936709406
-310.083245915273,-473.49936857068934
17.106503577615968,99.755217346281
-143.05850447638068,122.58232578064633
-165.0875276140996,16.654765311607164
-471.74494573701986,35.847260053652434
-595.6125857116076,-30.739854279607485
-210.59084522518833,-63.254960539582065
-566.9260132224899,66.97729380390476
-473.646904727206,-144.84468076154064
-172.84482571221406,25.04643378126741
-317.2555351229639,-497.64812688228625
-1617.106221563552,7.834350551251205
2757.9029589658994,71.35557486599544
-1513.627819287578,-46.74230869239429
-178.73343042912666,-27.790461549037843
196.43874929125468,36.63072789159901
-590.0642310843082,-11.717200708634564
-181.35035526763886,-36.47179570240924
-172.67522354494713,25.893045823634026
-743.0491431070323,21.055441469614138
-484.69873098125527,-0.7972969550252742
-496.14354378372036,-45.03622930088772
-466.28068487374344,68.00726936101603
-181.6225135257455,-37.16882748264588
-180.84654154140708,-34.74170397905452
2263.4801826665744,128.8298657004268
-589.7026851784133,2.684142662008014
-493.6393013801346,-29.42838734145542
-705.3272198253846,-49.443968132623276
-728.2804888111016,31.793176143087692
-490.41099428295934,-20.337514981911227
-182.81807986989952,-41.16844945254893
-919.0270041502183,-84.97135782289016
-194.13159238321668,-80.26490327876905
-1851.3503101643196,-47.273364927480685
-589.4293896771817,-9.517626479429381
-1116.8665576437352,-25.12356988417129
-178.94568051383385,-28.47889146634239
-172.90784695773027,24.95640475802614
-172.53554568134268,26.482462272508087
-221.37694730543808,-172.74482847398878
-465.0179207693661,65.7234369270752
-166.76238242472664,12.903095225787538
-180.6009731200902,-35.30268363585979
610.6841995439509,-197.13040340232612
-396.9304704893102,-65.96719170592044
-176.21461884757173,-19.614350896471066
-786.5204507379765,28.74047635242931
-171.84321798350265,15.147416159312371
-185.88661812089413,-72.62550096113215
-178.56343620969346,-27.37691215172383
-182.66555252981198,-40.76335019878488
-172.53120533185256,26.380681716241668
-1548.047997789259,5.400053668255751
-468.4290946884339,54.19795322843578
-739.9088334648525,-1.062364816195398
-1014.9207573314591,-1.8449071553731784
-178.62120931382924,-31.638751289206922
-1017.4224361023801,-45.62164372094354
-247.45561348591173,-264.1594278529526
735.4063638418429,263.7309425541965
-522.1368522361106,24.38852132212162
565.7644589124643,21.650760517437874
-180.41286325108786,-33.24216824738444
-675.7875050084497,57.606215525714276
50.03540837267565,48.067256033888185
-1617.106221594453,7.83435260249037
-470.21904215438644,47.733484832088806
