TSNE1,TSNE2
-66.76175,-10.001075
4.529892,-61.896755
-45.43782,-28.12888
-46.706684,-30.285042
19.5039,40.086773
-30.94767,-30.48101
18.209835,-20.25911
19.645258,40.515537
-42.584232,26.961782
-19.255497,-35.063866
-73.96929,-9.606029
18.950191,40.1754
19.513222,40.035095
-5.47843,-54.07415
18.918571,40.041748
-25.167841,-2.4304438
36.17986,9.833769
1.6241837,-60.834484
19.50736,-22.051981
-36.066753,45.117054
-47.325947,31.973244
19.773695,40.37238
-41.118397,37.142673
-5.4683795,-48.591045
65.24817,-16.18395
-36.115604,45.188057
-38.52152,40.61487
0.93423104,48.896267
-35.74334,42.226795
36.58614,15.649664
-24.240627,0.42239514
-45.83654,32.904995
-45.68067,33.226818
-18.277643,-3.3184152
15.098427,-64.44064
-42.4965,36.300148
-44.970608,33.54356
-35.850395,30.510372
16.66626,-64.79229
30.777508,12.627213
19.581293,25.37686
12.388756,20.601248
-36.1171,44.961708
-38.39362,41.625286
25.300222,32.758686
-37.385963,44.016087
-30.81437,37.309464
19.511496,40.655453
16.989346,-64.4296
-68.42558,-10.324456
59.10016,-15.839094
-67.22909,-2.0365143
-22.893606,2.2526145
33.06157,20.59493
-38.382965,41.902428
-38.03564,-25.966866
19.126228,40.39396
-40.559467,23.644972
-35.723667,44.053463
-28.702953,36.5298
-34.981514,45.60798
-41.21919,-25.459122
-36.710186,-22.592543
62.37307,-12.031252
-29.12698,32.106876
-28.509779,37.24225
-41.542385,36.81795
-42.883976,35.79231
-35.744717,43.069862
-45.984783,-31.387619
-48.08478,30.71747
-9.514831,-49.630642
-73.378075,-9.423122
-38.38298,41.914524
-54.38772,7.811111
-23.31262,1.6226246
19.354141,40.639034
19.200981,39.927727
0.039966337,-57.843414
-35.528378,45.3525
-8.855684,33.170025
-5.707638,-24.611618
49.66374,19.7385
-31.581747,44.337505
-2.690673,1.5309565
-44.937588,33.838505
-4.1607013,20.60913
29.557062,-33.297333
-16.739813,-6.7278867
-46.877857,-30.441782
19.512318,40.028107
-66.76511,-10.012865
-35.524887,45.232307
-42.51023,35.536385
-50.93026,18.555628
-1.5302687,-10.295326
-52.241684,18.078976
9.41938,-56.70915
58.25895,22.807438
-36.68677,44.352314
51.53547,18.77221
-34.154823,-19.517448
-42.653187,36.066776
32.231647,11.627008
-68.42558,-10.324458
-35.557796,45.156303
-68.41987,-10.362627
62.282494,7.0306907
-68.42558,-10.324457
-18.944532,-34.621124
-54.637123,12.239549
-41.907932,-30.395617
9.726017,9.741796
-45.461693,-27.048824
-23.654312,1.636219
-35.534843,45.34697
51.323498,18.828768
1.0809329,53.371696
-30.949835,29.611986
-27.905474,31.775955
45.815907,13.043818
-15.000354,-18.96329
64.59654,2.0766795
-29.295439,49.711475
-1.8919951,51.112324
5.744239,-59.21136
-50.00729,29.907059
6.1223893,-15.99649
30.066002,-38.639156
-12.552733,15.776007
-5.5165224,0.93561745
6.206941,-36.180935
-25.3715,42.93494
29.141949,6.0825973
-9.576484,12.521009
2.690828,64.93398
-52.35417,18.110222
27.727573,-34.278168
37.300705,17.952055
-7.125645,-22.87484
60.60925,-18.178417
57.23435,17.385357
0.08596012,51.48937
40.35105,10.333076
-0.44681272,-31.41311
-44.17883,-30.047825
-58.387844,2.0773003
-57.09082,4.248338
8.121698,66.037865
1.8245593,-28.259048
14.584394,13.96484
-12.2001705,-6.8305736
0.38716325,-60.81734
4.4163218,-56.949173
-57.879726,2.9370973
-4.7216253,-29.40472
-10.016216,-20.026701
22.738058,-21.327448
-43.32198,-21.274126
-6.970308,-2.9648113
-31.86869,-23.975782
-15.931075,-32.423862
-23.860216,0.9024535
-43.00854,26.686508
-30.993216,-28.06337
-40.867798,18.499466
7.5378866,-59.0213
-60.8062,14.715603
14.140258,-29.95223
-39.711575,-23.206625
-44.023567,-23.696163
1.0066466,-34.499718
-37.366486,30.061703
-10.5355,-31.029047
8.187741,-58.81098
-5.2480273,32.53017
-5.4234924,42.25395
-40.1375,26.622648
4.179087,-30.677017
66.36145,6.9369054
6.478022,-57.97619
1.8370383,4.725512
3.4067447,-62.90621
38.0753,9.700129
64.58839,3.2726064
-29.690023,36.22002
-46.164055,22.566519
-15.065819,-19.3853
65.39051,-15.987641
-46.452324,23.207485
17.855156,35.47232
-29.228184,-3.370741
-8.595129,-25.769415
36.51581,4.2327814
-36.09584,-35.17129
-3.5467103,-31.956593
-28.141163,-8.546562
-39.338333,-18.164988
3.4038033,-55.186974
4.6303787,62.169342
26.204216,-33.596687
31.44818,26.386639
1.5049214,-28.015553
4.12267,-62.23996
-54.262074,12.6006975
-6.716173,42.703114
26.06578,-33.479797
-33.746635,30.304676
0.35054266,-26.15916
6.167423,2.707911
34.055634,21.68755
-3.6307073,-32.16672
13.3743925,-62.607807
-19.143766,-25.331951
-8.581219,-21.030802
19.655554,-23.483032
0.022180697,17.115551
63.93232,-4.6300154
-67.74057,-5.005823
-1.3232058,13.320652
63.932804,-4.625601
72.26875,7.7733154
24.045782,-14.310168
24.793558,-22.531967
-1.7505182,-59.87374
33.19272,7.1788244
63.935097,-4.6188364
26.336206,-34.78619
-39.09663,39.03587
-28.446875,38.1908
-9.108288,-48.42777
-35.46579,-13.124456
-52.59418,11.281864
18.424177,-23.321451
21.482868,37.843433
2.6109605,13.888583
-40.13601,-23.533682
8.58396,13.819083
-10.24183,-2.4840858
-6.3728094,-46.200375
-1.9321545,49.36479
27.808521,-27.443974
2.745978,-55.077404
19.692656,29.504835
50.04823,18.830921
15.05477,15.693407
-9.7506485,16.141527
55.237167,-26.589502
21.524475,-21.189129
7.7923975,-11.611055
-6.4006677,18.0143
-12.496057,-8.926079
-2.218564,-4.4253187
-19.277,-28.835777
0.49152243,-59.000275
-40.862766,17.528734
-18.152525,-22.46998
2.6399136,58.546173
0.5903647,57.65767
8.379517,68.022
-34.988297,-13.063951
-6.2682557,18.717632
44.555687,16.125025
35.46281,12.419326
7.8714714,-12.9119215
-1.5679866,-4.8977427
57.45929,19.004364
66.02994,-5.5096674
13.211206,-64.06102
23.826038,-14.239833
50.594685,22.388252
-20.031729,-19.732815
4.750147,62.06679
2.183045,-34.32906
64.91166,2.6962588
-28.494902,30.806501
58.51555,-20.129953
-4.8219285,-27.683573
58.593693,-11.853731
-26.060785,-18.461937
-41.03661,37.210266
-48.403133,27.696371
-11.388052,-49.593906
-31.660149,-30.870848
-48.40692,27.674952
-39.714638,-18.158924
-64.794365,4.3758636
-32.9644,-7.303909
19.416895,-20.955267
67.744514,8.400887
-5.1965733,-48.305904
8.315949,-12.20248
-6.3015146,-54.62852
0.017474785,2.9160821
-59.544624,12.164686
62.18472,-11.429523
-47.051773,22.853447
-62.564434,1.8806771
-31.661655,-30.952467
16.37226,35.619152
14.240862,-63.96046
54.22983,-30.502563
44.15052,19.27053
14.793156,-62.534412
-55.547806,6.841831
9.229266,-10.804993
-30.002703,-31.336327
19.58194,25.298248
9.135585,13.773506
12.8632,-62.91123
-40.76935,-24.69615
8.8722725,13.303752
10.012824,0.10844998
53.250336,22.399122
26.215675,29.509665
-22.629345,-30.309578
5.6207657,-20.686802
-26.961811,41.021263
-23.29841,1.6027277
-31.323538,-31.252533
-26.30827,30.249619
-31.515732,35.044098
9.670428,-1.7581502
29.859245,4.9942803
-9.708881,1.9554144
24.943666,-12.502909
63.27564,9.104548
-65.52546,2.5051076
-37.83319,27.765207
0.09404388,53.07033
-18.489204,-17.202103
-33.980618,-25.432117
-42.24762,28.05524
-66.5503,-3.4469824
35.530663,11.182142
4.2393966,-61.588284
-19.39374,-33.101524
24.26266,-13.176839
-59.588844,12.534386
-10.108684,32.78346
56.981163,-20.871548
-14.676632,-31.32914
-22.699633,2.5454338
18.196535,-49.855118
-18.102064,-16.635027
1.5058497,-34.456333
-1.1242784,-58.808784
63.035866,-3.9980226
-52.70512,11.443525
-26.707052,43.522438
65.67061,-6.232908
-17.82924,-14.151668
-54.08668,16.63487
-37.46989,-16.005405
53.576023,20.881132
65.28771,7.275258
-15.124922,-30.616978
30.559515,19.830599
9.428724,-56.3838
-53.40369,9.231051
-30.871712,-14.300734
28.706306,28.964968
-21.811222,-27.899796
38.612747,7.153402
0.47732922,56.59317
65.688515,-4.3804374
-37.407425,30.061657
-48.271202,30.435986
-60.63566,-1.824451
-60.065174,0.86004364
1.4321705,56.65853
35.277958,10.181686
19.031,-30.484789
-7.1631474,14.562431
20.78207,-30.936504
8.516,-0.59812295
-7.4049573,-23.937143
9.078784,0.60797596
13.4159355,9.384704
-17.253817,-35.89236
10.499821,70.48087
29.304415,-25.256706
-3.6386003,-2.4251435
-37.384853,-34.585274
5.6720457,-0.4157511
43.801598,12.828831
-7.9586005,3.944761
58.714516,-16.639431
-11.221124,-7.132225
65.73205,4.766289
5.6174774,-2.1660273
56.113102,-23.291016
26.758266,-34.243435
5.678469,-0.04662351
10.626356,-12.45402
21.989796,-30.371948
13.081371,12.493667
-6.035427,14.269739
-3.459886,-8.070348
-1.4611344,49.698025
54.280903,-30.134491
34.575848,22.1512
34.096268,21.752842
39.22709,11.025039
4.1733856,-33.52772
44.847263,19.998785
1.4796786,-58.230766
45.70568,19.589483
-29.817093,46.57494
43.7789,14.646686
31.584787,-32.5133
-15.383351,-14.520613
23.12709,36.690567
-5.974165,-6.917916
56.779278,18.532946
-9.490576,-4.598907
60.68689,-16.968658
-45.36644,-26.287935
18.833853,-22.187119
-31.586596,30.979862
-8.968117,-19.492922
-58.201847,14.087137
-8.549241,3.4334211
1.8504792,-32.518375
-32.970146,-7.756952
30.144133,-23.810171
-54.04173,16.508028
-36.750885,-34.901024
3.8227377,-16.731432
-27.337753,-3.205759
25.013067,-13.043117
28.720581,28.972078
-2.8152,43.319977
-4.8542585,-32.578804
52.91236,-28.202229
-5.650081,-48.766743
-1.6615628,-59.392735
46.534153,20.374077
-23.91468,44.721355
6.7079577,20.201553
-41.316612,-25.951097
-21.893085,-21.303234
57.95551,19.02812
-61.944748,-2.299404
-7.0063667,-20.206522
2.0406775,-28.574045
-15.818014,-15.462285
-55.388275,15.704188
54.277306,-32.286205
-33.744972,-13.231766
-28.2055,-6.474144
-33.870552,-10.327343
-11.043517,16.581783
-17.377464,-26.62394
-54.724514,14.603193
29.65235,27.452898
-33.055473,-7.036563
29.139137,29.69891
-52.612957,11.294054
57.26609,-23.350595
-5.7379775,39.450424
59.515884,-16.912758
-0.14966296,12.70727
35.571007,10.870099
-32.028408,-7.0439315
65.86979,7.114093
33.1161,20.078056
66.03703,4.825409
38.83555,11.039687
64.8873,-4.8181643
66.71106,-6.4714713
25.24591,-14.082873
27.647135,-35.61433
2.5567074,57.415382
62.333427,-11.666666
55.949966,-22.035572
-65.96179,4.71316
-32.513348,30.459341
-20.578817,-32.853485
-57.621273,11.602369
-5.3466835,50.01962
19.581633,25.395336
8.531354,-0.9243674
9.487788,1.5529863
-27.049738,0.6073034
-60.703682,-2.0400207
28.93018,-32.325455
-62.643993,-2.623889
-39.71608,27.727755
-16.552776,-14.4230995
8.988157,66.49475
35.984413,12.109558
-67.872475,-5.2881956
43.46675,14.902274
-0.60876703,-58.7722
26.942701,-32.481262
56.346825,-24.666512
-41.117172,37.153507
-6.9325137,3.8342423
16.951645,18.323439
-3.6771467,38.847122
-57.863194,3.3886425
30.426622,-38.510662
18.794668,34.533096
17.39003,-31.923716
-8.5570965,33.54099
63.897892,19.335999
0.51569563,49.884785
66.29584,-14.832043
-4.320905,20.937876
54.265747,-27.61769
-15.093683,-19.614508
-15.16348,-19.531336
55.582245,22.850576
19.581224,25.371435
-56.004948,5.487703
25.872099,29.116869
71.48952,10.152441
19.599564,-30.17442
11.181773,6.105995
8.710836,-1.5618573
65.59151,16.196632
-18.4786,-34.296734
13.838433,-61.308147
6.135445,66.50738
-39.68198,-23.167702
4.525243,22.65306
-2.2756355,49.61767
65.08594,-11.115017
55.222164,-27.374313
-40.169907,26.314539
71.96084,8.330302
70.010574,-3.4423969
5.099485,22.48012
-20.463411,-11.717958
49.725468,18.603569
-0.008007849,52.888557
20.792526,-30.37421
-6.7986493,15.311398
-20.415277,-8.919586
54.19664,-29.172703
66.449684,6.773543
-5.9748845,-31.665894
46.52335,20.363184
67.642624,-2.3952072
-6.734521,14.660193
